country,date,sector,MtCO2_per_day
France,2022-01-02,International Aviation,0.0117092
France,2022-01-02,Power,0.129984
India,2022-01-02,Residential,1.37218
France,2022-01-02,Residential,0.346083
China,2022-01-02,Industry,7.01941
Germany,2022-01-02,Industry,0.364749
Germany,2022-01-02,International Aviation,0.0184811
Germany,2022-01-02,Power,0.670149
Germany,2022-01-02,Residential,0.651196
India,2022-01-02,Domestic Aviation,0.00940931
India,2022-01-02,Ground Transport,0.816666
India,2022-01-02,Industry,2.20427
India,2022-01-02,International Aviation,0.00916524
Germany,2022-01-02,Domestic Aviation,0.00381818
United States,2022-01-02,Residential,2.9571
China,2022-01-02,Domestic Aviation,0.0582267
China,2022-01-02,Ground Transport,2.14536
United States,2022-01-03,Residential,2.23614
Japan,2022-01-03,Ground Transport,0.502442
Japan,2022-01-03,Industry,0.948473
Japan,2022-01-03,International Aviation,0.011241
Japan,2022-01-03,Power,1.7433
Japan,2022-01-03,Residential,0.478118
Russia,2022-01-03,Domestic Aviation,0.0342472
Russia,2022-01-03,Ground Transport,0.689138
Russia,2022-01-03,Industry,0.844072
Russia,2022-01-03,Power,2.60656
Russia,2022-01-03,Residential,0.721731
United Kingdom,2022-01-03,Domestic Aviation,0.00562546
United Kingdom,2022-01-03,Ground Transport,0.343179
United Kingdom,2022-01-03,Industry,0.227834
United Kingdom,2022-01-03,International Aviation,0.0246129
United Kingdom,2022-01-03,Power,0.248021
United Kingdom,2022-01-03,Residential,0.322197
United States,2022-01-03,Domestic Aviation,0.437506
United States,2022-01-03,Ground Transport,4.75202
United States,2022-01-03,Industry,2.92623
United States,2022-01-03,International Aviation,0.156574
United States,2022-01-03,Power,4.17598
Japan,2022-01-03,Domestic Aviation,0.0167169
India,2022-01-03,Residential,0.424854
Russia,2022-01-03,International Aviation,0.00504173
India,2022-01-03,International Aviation,0.00918392
India,2022-01-03,Power,3.9442
China,2022-01-03,Ground Transport,2.5318
China,2022-01-03,Industry,11.8783
China,2022-01-03,International Aviation,0.0214826
China,2022-01-03,Power,13.76
China,2022-01-03,Residential,2.86835
France,2022-01-03,Domestic Aviation,0.00531063
France,2022-01-03,Ground Transport,0.35232
France,2022-01-03,Industry,0.243469
France,2022-01-03,International Aviation,0.0141903
France,2022-01-03,Power,0.156407
China,2022-01-03,Domestic Aviation,0.118916
Germany,2022-01-03,Domestic Aviation,0.00485846
France,2022-01-03,Residential,0.31431
India,2022-01-03,Ground Transport,0.783312
India,2022-01-03,Domestic Aviation,0.0166386
Germany,2022-01-03,Residential,0.694073
India,2022-01-03,Industry,2.15257
Germany,2022-01-03,International Aviation,0.020302
Germany,2022-01-03,Industry,0.394151
Germany,2022-01-03,Ground Transport,0.428164
Germany,2022-01-03,Power,0.937166
Germany,2022-01-04,Ground Transport,0.442117
India,2022-01-04,Industry,2.10066
India,2022-01-04,Ground Transport,0.836477
India,2022-01-04,Domestic Aviation,0.0178303
Germany,2022-01-04,Residential,0.720577
Germany,2022-01-04,Power,0.718735
Germany,2022-01-04,International Aviation,0.027473
India,2022-01-04,International Aviation,0.0104252
Germany,2022-01-04,Industry,0.344486
Germany,2022-01-04,Domestic Aviation,0.00554568
France,2022-01-04,Ground Transport,0.351569
France,2022-01-04,Power,0.118238
France,2022-01-04,International Aviation,0.0176731
France,2022-01-04,Industry,0.230786
France,2022-01-04,Domestic Aviation,0.00628058
China,2022-01-04,Residential,2.61411
China,2022-01-04,Power,12.7304
China,2022-01-04,International Aviation,0.0197575
China,2022-01-04,Industry,13.444
China,2022-01-04,Ground Transport,2.27314
India,2022-01-04,Power,4.35224
France,2022-01-04,Residential,0.403482
India,2022-01-04,Residential,0.313473
China,2022-01-04,Domestic Aviation,0.045185
Japan,2022-01-04,Ground Transport,0.491582
United States,2022-01-04,Power,3.80456
United States,2022-01-04,International Aviation,0.168782
United States,2022-01-04,Industry,3.05856
United States,2022-01-04,Ground Transport,4.67072
United States,2022-01-04,Domestic Aviation,0.432473
United Kingdom,2022-01-04,Residential,0.373233
United Kingdom,2022-01-04,Power,0.252413
United Kingdom,2022-01-04,International Aviation,0.0320396
United Kingdom,2022-01-04,Industry,0.203057
United Kingdom,2022-01-04,Ground Transport,0.336018
United Kingdom,2022-01-04,Domestic Aviation,0.007202
Russia,2022-01-04,Residential,0.559079
Russia,2022-01-04,Power,2.44418
Russia,2022-01-04,International Aviation,0.00187223
Russia,2022-01-04,Industry,0.906024
Russia,2022-01-04,Ground Transport,0.686008
Russia,2022-01-04,Domestic Aviation,0.0365955
Japan,2022-01-04,Residential,0.524595
Japan,2022-01-04,Power,1.29632
Japan,2022-01-04,International Aviation,0.0128626
Japan,2022-01-04,Industry,0.790582
Japan,2022-01-04,Domestic Aviation,0.0235641
United States,2022-01-04,Residential,1.66689
United States,2022-01-05,Residential,1.20703
China,2022-01-05,Domestic Aviation,0.0383414
Japan,2022-01-05,Industry,0.50634
Japan,2022-01-05,International Aviation,0.0122236
Japan,2022-01-05,Power,0.880391
Japan,2022-01-05,Residential,0.334542
Russia,2022-01-05,Domestic Aviation,0.0449593
Russia,2022-01-05,Ground Transport,0.3258
Russia,2022-01-05,Industry,0.741573
Russia,2022-01-05,International Aviation,0.00315676
Russia,2022-01-05,Residential,0.40351
Japan,2022-01-05,Ground Transport,0.439569
United Kingdom,2022-01-05,Domestic Aviation,0.00501813
United Kingdom,2022-01-05,Industry,0.210004
United Kingdom,2022-01-05,International Aviation,0.0347536
United Kingdom,2022-01-05,Power,0.262952
United Kingdom,2022-01-05,Residential,0.239773
United States,2022-01-05,Domestic Aviation,0.36897
United States,2022-01-05,Ground Transport,3.54667
United States,2022-01-05,Industry,2.31997
United States,2022-01-05,International Aviation,0.174756
United States,2022-01-05,Power,3.32737
United Kingdom,2022-01-05,Ground Transport,0.284549
Japan,2022-01-05,Domestic Aviation,0.0251813
Russia,2022-01-05,Power,1.78407
India,2022-01-05,Power,4.09643
India,2022-01-05,Residential,0.280507
China,2022-01-05,Industry,11.5923
China,2022-01-05,International Aviation,0.0217497
China,2022-01-05,Power,10.6768
China,2022-01-05,Residential,1.86626
France,2022-01-05,Domestic Aviation,0.00761487
France,2022-01-05,Ground Transport,0.258582
France,2022-01-05,Industry,0.133896
France,2022-01-05,International Aviation,0.0204206
France,2022-01-05,Power,0.057232
France,2022-01-05,Residential,0.208599
China,2022-01-05,Ground Transport,2.21383
India,2022-01-05,International Aviation,0.0115853
Germany,2022-01-05,Ground Transport,0.303843
Germany,2022-01-05,Industry,0.365549
Germany,2022-01-05,International Aviation,0.0293573
Germany,2022-01-05,Power,0.618744
Germany,2022-01-05,Residential,0.374444
India,2022-01-05,Domestic Aviation,0.0193279
India,2022-01-05,Ground Transport,0.689597
India,2022-01-05,Industry,2.09262
Germany,2022-01-05,Domestic Aviation,0.00430246
Russia,2022-01-06,Industry,0.853096
Russia,2022-01-06,Ground Transport,0.679657
Russia,2022-01-06,Domestic Aviation,0.052686
Japan,2022-01-06,Ground Transport,0.486422
Japan,2022-01-06,Power,1.1698
Japan,2022-01-06,International Aviation,0.0124859
Japan,2022-01-06,Industry,0.65483
Russia,2022-01-06,International Aviation,0.00392855
Japan,2022-01-06,Residential,0.135236
Russia,2022-01-06,Power,1.82318
United Kingdom,2022-01-06,Residential,0.218193
United Kingdom,2022-01-06,Ground Transport,0.334973
United Kingdom,2022-01-06,Industry,0.249203
United Kingdom,2022-01-06,International Aviation,0.0392078
United Kingdom,2022-01-06,Power,0.276046
United States,2022-01-06,Domestic Aviation,0.415794
United States,2022-01-06,Ground Transport,4.52966
United States,2022-01-06,Industry,2.85513
United States,2022-01-06,International Aviation,0.187546
United States,2022-01-06,Power,4.96704
United Kingdom,2022-01-06,Domestic Aviation,0.00681651
Japan,2022-01-06,Domestic Aviation,0.0221306
China,2022-01-06,Ground Transport,2.22963
India,2022-01-06,Power,4.1517
China,2022-01-06,Domestic Aviation,0.070674
China,2022-01-06,Industry,11.5661
China,2022-01-06,International Aviation,0.0249545
China,2022-01-06,Power,12.0849
China,2022-01-06,Residential,1.39699
France,2022-01-06,Domestic Aviation,0.00605182
France,2022-01-06,Ground Transport,0.351769
France,2022-01-06,Industry,0.213039
France,2022-01-06,International Aviation,0.0193092
France,2022-01-06,Power,0.0723261
France,2022-01-06,Residential,0.134217
Germany,2022-01-06,Domestic Aviation,0.00559579
Germany,2022-01-06,Ground Transport,0.447237
Germany,2022-01-06,Industry,0.372934
Germany,2022-01-06,International Aviation,0.0300684
Germany,2022-01-06,Power,0.679278
Germany,2022-01-06,Residential,0.245101
India,2022-01-06,Domestic Aviation,0.0186378
India,2022-01-06,Ground Transport,0.826428
India,2022-01-06,Industry,2.20679
India,2022-01-06,International Aviation,0.0121537
India,2022-01-06,Residential,0.290135
Russia,2022-01-06,Residential,0.146979
United States,2022-01-06,Residential,0.984665
United States,2022-01-07,Power,5.58053
Japan,2022-01-07,Industry,0.801767
Japan,2022-01-07,International Aviation,0.0128369
Japan,2022-01-07,Power,1.76482
Japan,2022-01-07,Residential,0.114012
Russia,2022-01-07,Domestic Aviation,0.0619154
Russia,2022-01-07,Ground Transport,0.674143
Russia,2022-01-07,Industry,0.771148
Russia,2022-01-07,International Aviation,0.00424433
Russia,2022-01-07,Power,1.75421
Japan,2022-01-07,Ground Transport,0.500145
Russia,2022-01-07,Residential,0.148546
United Kingdom,2022-01-07,Ground Transport,0.337923
United Kingdom,2022-01-07,Industry,0.175629
United Kingdom,2022-01-07,International Aviation,0.0398911
United Kingdom,2022-01-07,Power,0.241522
United Kingdom,2022-01-07,Residential,0.166806
United States,2022-01-07,Domestic Aviation,0.435091
United States,2022-01-07,Ground Transport,4.44032
United States,2022-01-07,Industry,2.60591
United States,2022-01-07,International Aviation,0.196562
United Kingdom,2022-01-07,Domestic Aviation,0.00732499
United States,2022-01-07,Residential,0.898078
Japan,2022-01-07,Domestic Aviation,0.024313
India,2022-01-07,Power,3.58504
China,2022-01-07,Industry,10.2018
China,2022-01-07,International Aviation,0.0222289
China,2022-01-07,Power,14.6872
China,2022-01-07,Residential,1.33158
France,2022-01-07,Domestic Aviation,0.00757769
France,2022-01-07,Ground Transport,0.350009
France,2022-01-07,Industry,0.14809
France,2022-01-07,International Aviation,0.0218708
France,2022-01-07,Power,0.0724838
India,2022-01-07,Residential,0.257346
France,2022-01-07,Residential,0.124512
Germany,2022-01-07,Ground Transport,0.44297
Germany,2022-01-07,Industry,0.359509
Germany,2022-01-07,International Aviation,0.0317754
Germany,2022-01-07,Power,0.788365
Germany,2022-01-07,Residential,0.144167
India,2022-01-07,Domestic Aviation,0.0175576
India,2022-01-07,Ground Transport,0.830681
India,2022-01-07,Industry,2.09398
India,2022-01-07,International Aviation,0.0132421
Germany,2022-01-07,Domestic Aviation,0.00411262
China,2022-01-07,Ground Transport,2.48657
China,2022-01-07,Domestic Aviation,0.130068
China,2022-01-08,Industry,11.2796
Japan,2022-01-08,Power,1.76046
Japan,2022-01-08,Residential,0.11371
Russia,2022-01-08,Domestic Aviation,0.067428
Russia,2022-01-08,Ground Transport,0.647132
Russia,2022-01-08,Industry,0.831502
Russia,2022-01-08,International Aviation,0.00495183
Russia,2022-01-08,Power,2.00243
Russia,2022-01-08,Residential,0.106103
United Kingdom,2022-01-08,Domestic Aviation,0.00706351
Japan,2022-01-08,International Aviation,0.0109805
United Kingdom,2022-01-08,Ground Transport,0.313101
United Kingdom,2022-01-08,International Aviation,0.0384492
United Kingdom,2022-01-08,Power,0.24774
United Kingdom,2022-01-08,Residential,0.120846
United States,2022-01-08,Domestic Aviation,0.410523
United States,2022-01-08,Ground Transport,3.40776
United States,2022-01-08,Industry,2.64446
United States,2022-01-08,International Aviation,0.197797
United States,2022-01-08,Power,5.44229
United States,2022-01-08,Residential,0.888785
United Kingdom,2022-01-08,Industry,0.175832
China,2022-01-08,Ground Transport,2.52708
Japan,2022-01-08,Industry,0.75031
India,2022-01-08,Residential,0.267851
China,2022-01-08,International Aviation,0.0181841
China,2022-01-08,Power,17.2653
China,2022-01-08,Residential,1.32621
France,2022-01-08,Domestic Aviation,0.00760774
France,2022-01-08,Ground Transport,0.296197
France,2022-01-08,Industry,0.12854
France,2022-01-08,International Aviation,0.0218557
France,2022-01-08,Power,0.0718101
France,2022-01-08,Residential,0.0850335
Japan,2022-01-08,Ground Transport,0.495259
Germany,2022-01-08,Domestic Aviation,0.00452937
Germany,2022-01-08,Industry,0.313326
Germany,2022-01-08,International Aviation,0.0327757
Germany,2022-01-08,Power,0.709362
Germany,2022-01-08,Residential,0.0743302
India,2022-01-08,Domestic Aviation,0.016592
India,2022-01-08,Ground Transport,0.833581
India,2022-01-08,Industry,1.99038
India,2022-01-08,International Aviation,0.0119722
India,2022-01-08,Power,3.48899
Germany,2022-01-08,Ground Transport,0.420109
China,2022-01-08,Domestic Aviation,0.15122
Japan,2022-01-08,Domestic Aviation,0.026266
United States,2022-01-09,Residential,0.920268
India,2022-01-09,International Aviation,0.0120639
India,2022-01-09,Industry,2.30001
India,2022-01-09,Ground Transport,0.82953
India,2022-01-09,Domestic Aviation,0.0171166
Germany,2022-01-09,Residential,0.120186
Germany,2022-01-09,Power,0.761908
Germany,2022-01-09,International Aviation,0.0322277
Germany,2022-01-09,Industry,0.38646
Germany,2022-01-09,Ground Transport,0.443386
India,2022-01-09,Power,3.93122
Germany,2022-01-09,Domestic Aviation,0.00503726
France,2022-01-09,Power,0.0845013
France,2022-01-09,International Aviation,0.0234092
France,2022-01-09,Industry,0.194362
France,2022-01-09,Ground Transport,0.343807
France,2022-01-09,Domestic Aviation,0.00698322
China,2022-01-09,Residential,1.42054
China,2022-01-09,Power,15.0153
China,2022-01-09,International Aviation,0.0226877
China,2022-01-09,Industry,12.9526
France,2022-01-09,Residential,0.0887154
India,2022-01-09,Residential,0.269561
China,2022-01-09,Domestic Aviation,0.0940817
Japan,2022-01-09,Ground Transport,0.501136
Japan,2022-01-09,Domestic Aviation,0.0247087
United States,2022-01-09,Power,5.89536
United States,2022-01-09,International Aviation,0.196258
United States,2022-01-09,Industry,3.52812
United States,2022-01-09,Ground Transport,4.7317
United States,2022-01-09,Domestic Aviation,0.444175
United Kingdom,2022-01-09,Residential,0.129695
United Kingdom,2022-01-09,Power,0.253612
United Kingdom,2022-01-09,International Aviation,0.0403239
United Kingdom,2022-01-09,Industry,0.197283
United Kingdom,2022-01-09,Ground Transport,0.339794
China,2022-01-09,Ground Transport,2.46273
Russia,2022-01-09,Residential,0.210761
Russia,2022-01-09,Power,2.00733
Russia,2022-01-09,International Aviation,0.00541295
Russia,2022-01-09,Industry,0.855182
Russia,2022-01-09,Ground Transport,0.670885
Russia,2022-01-09,Domestic Aviation,0.0650072
Japan,2022-01-09,Residential,0.117101
Japan,2022-01-09,Power,1.7333
Japan,2022-01-09,International Aviation,0.0143209
Japan,2022-01-09,Industry,0.925614
United Kingdom,2022-01-09,Domestic Aviation,0.00771844
Russia,2022-01-10,International Aviation,0.00609377
Russia,2022-01-10,Industry,0.843057
Russia,2022-01-10,Ground Transport,0.574881
Japan,2022-01-10,International Aviation,0.0149591
Japan,2022-01-10,Residential,0.110807
Japan,2022-01-10,Power,1.08464
Russia,2022-01-10,Power,2.15156
Russia,2022-01-10,Domestic Aviation,0.0563604
Russia,2022-01-10,Residential,0.337317
United Kingdom,2022-01-10,International Aviation,0.0389419
United Kingdom,2022-01-10,Ground Transport,0.341457
United Kingdom,2022-01-10,Industry,0.05857
Japan,2022-01-10,Industry,0.601614
United Kingdom,2022-01-10,Power,0.0623743
United Kingdom,2022-01-10,Residential,0.182928
United States,2022-01-10,Domestic Aviation,0.381428
United States,2022-01-10,Ground Transport,4.54176
United States,2022-01-10,Industry,2.74428
United States,2022-01-10,International Aviation,0.188237
United States,2022-01-10,Power,3.79725
United Kingdom,2022-01-10,Domestic Aviation,0.00452996
Japan,2022-01-10,Ground Transport,0.497249
India,2022-01-10,Ground Transport,0.841398
India,2022-01-10,Residential,0.286931
China,2022-01-10,Ground Transport,2.47036
United States,2022-01-10,Residential,1.11574
China,2022-01-10,Industry,11.6124
China,2022-01-10,International Aviation,0.0238982
China,2022-01-10,Power,12.3718
China,2022-01-10,Residential,1.40603
France,2022-01-10,Domestic Aviation,0.00548253
France,2022-01-10,Ground Transport,0.342325
France,2022-01-10,Industry,0.078199
France,2022-01-10,International Aviation,0.0222484
France,2022-01-10,Power,0.0416312
France,2022-01-10,Residential,0.153205
Germany,2022-01-10,Domestic Aviation,0.0033559
Germany,2022-01-10,Industry,0.17593
Germany,2022-01-10,International Aviation,0.0334924
Germany,2022-01-10,Power,0.33394
Germany,2022-01-10,Residential,0.35004
India,2022-01-10,Domestic Aviation,0.0187465
